author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,place,avatar,Pi,Ei,Ni,PZ,DG,NCI,infu
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"Of all the things that can be investigated first by the Trump?Administration,?I'd say #ActBlue is the most important.  Expose the?corruption and foreign donations?and the Democrat Party?and the whole thing comes crumbling down.",2024/11/24 15:51,552590,12656103,90544,54448,6011,21099,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,91,47,67,38,61,24,12
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Trump is going to fill his cabinet before California finishes counting votes!  Democrats suck at everything.,2024/11/24 13:49,552434,12653721,90487,54442,6007,21099,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,50,8,13,7,32,19,41
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"I said it from the start.  Matt Gaetz was a stalking horse for Trump's REAL PICK. How do you think they had Pam Bondi ready to go so fast?

https://t.co/AXlcooeutn",2024/11/24 12:38,551992,12647941,90417,54435,6003,21099,https://pbs.twimg.com/amplify_video_thumb/1860050328386715648/img/Xj7ehoViEf9GJS62.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,79,93,71,63,66,70,48
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Pam Bondi is so perfect to be Trump's AG you really have to wonder why he nominated the totally unqualified Matt Gaetz first unless he was just a stalking horse and Trump was doing him a favor by giving him a graceful exit from Congress before the ethics report hit.,2024/11/24 11:21,551703,12637808,90358,54429,6002,21093,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,8,47,75,88,17,5,49
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Turns out 5 million fewer votes were counted in 2024 than 2020 and Trump won by 2.5 million. I'm guessing 20 million of Kamala's were still fake. Have you seen the price of printer ink?  No wonder she is broke.,2024/11/24 10:25,551555,12629305,90346,54385,5997,21091,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,39,52,21,43,0,18,28
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"A 2017 police report throws a wrench in the sexual assault accusation against Trump's defense pick, Pete Hegseth, hinting at a consensual encounter rather than the claimed assault.

��This smells like utter bullsh*t,�� commented Megyn Kelly, a former attorney and Fox News anchor, https://t.co/vl7odcCTSO",2024/11/24 0:36,551345,12624305,90294,54365,5996,21089,https://pbs.twimg.com/media/GdHDHPMWoAAYfBc.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,57,92,79,41,12,4,26
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"I was a very early adopter of Trump and trust me, at the time a lot of people thought we  were NUTS.  That's why Trump made Sessions his AG.  Sessions was one of the few early establishment types who believed in him.",2024/11/23 21:39,551210,12620949,90243,54351,5994,21088,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,9,11,85,40,74,46,84
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"My reaction to Pam Bondi endorsing Jeb Bush early in 2016.

Who cares. ??

I mean, it's not like she called him Hitler like JD Vance did. :-)

A lot of people were seriously concerned that Trump was a bad choice early on.  He later won them over.  Also, people forget that when",2024/11/23 21:10,551110,12614467,90236,54326,5993,21086,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,77,5,49,44,57,92,85
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Trust me.  The Democrats are SCARED SH*TLESS Trump is going to investigate the voter fraud in 2020.,2024/11/23 20:50,551002,12609990,90225,54305,5991,21084,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,61,93,47,76,54,29,72
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"I'm so excited about Trump's cabinet.  Not sure on the Surgeon General but overall massively better than the first term.  These people are going to TRANSFORM America!

Watch out Democrats, Americans are going to LOVE this.",2024/11/23 20:48,549018,12594477,89909,54197,5977,21072,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,35,38,65,70,34,39,92
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"THINK ABOUT THIS:

Every dirty trick the Democrats tried against Trump failed because they sucked so hard America was done with them.",2024/11/23 12:04,548923,12590831,89886,54184,5976,21071,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,97,54,60,71,56,98
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,"WHAT TO DO IF YOU DON'T LIKE A TRUMP PICK:

Say so, and why.  If you don't like a pick you are not being disloyal to Trump by disagreeing with it on X.  We are still a month and a half from confirmation hearings and Trump may be A/B testing some of these to get our reaction.",2024/11/23 9:58,548792,12587569,89865,54177,5975,21071,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,27,93,6,45,69,9,19
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,People on X are not loving this pick.  What do you think?  Why did Trump make it?,2024/11/23 9:32,548723,12584404,89853,54161,5974,21070,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,6,49,59,0,16,36,0
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Which Trump Cabinet is better and why?,2024/11/23 7:55,548434,12552790,89771,53932,5957,21062,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,93,69,49,19,39,64,36
0,38944,444975,14224,Bill Mitchell,17980523,267127,mitchellvii,Is this where Matt Gaetz is going?  To help Trump investigate 2020 fraud?,2024/11/23 1:28,548387,12546945,89755,53878,5954,21062,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,84,86,11,65,24,93,19
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"If Trump had won in 2020, his second term would have been weakened by weak staff and a Covid hangover.  Now Biden spent 4 years ruining the Democrat brand and Trump had an historic mandate!

All things work together for the good of those who love the Lord!",2024/11/22 19:26,548230,12540672,89703,53864,5953,21062,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,34,30,79,37,67,44,49
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Ret. Gen. Milley says America will 'be okay' under Trump, after reportedly saying he was 'fascist to the core'!

MILLEY BACKTRACKS CLAIMS - Gen. Milley, once calling Trump ��fascist to the core,�� now reassures Americans the country will be fine. Speaking on MSNBC, Milley https://t.co/EweLrlyMa6",2024/11/22 18:12,547427,12531346,89581,53801,5947,21052,https://pbs.twimg.com/media/GdAhmRAXMAAliti.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,3,84,12,53,20,14,76
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"I think Matt Gaetz knew his House career was over and rather than be pushed out by the ethics report, Trump gave him a chance to leave on his own terms and go out a hero to the party.

Would love to see Trump name Gaetz Special Counsel to investigate #ActBlue!",2024/11/22 18:07,547379,12526673,89558,53776,5944,21052,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,40,58,69,0,5,55,43
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"With Matt Gaetz Gone, Establishment Media Targets Pete Hegseth, Tulsi Gabbard!

MEDIA BIAS EXPOSED - The establishment media, fresh from derailing Matt Gaetz��s nomination, now targets Trump��s cabinet picks, Pete Hegseth and Tulsi Gabbard. Unfounded allegations dominate coverage, https://t.co/OSJtXvPJ3c",2024/11/22 17:56,547159,12521029,89527,53756,5941,21049,https://pbs.twimg.com/media/GdAd9Q3W8AAgyBs.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,80,0,41,20,73,89,94
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Trump Reportedly Considering Dan Bongino to Run the Secret Service

BONGINO IN THE RUNNING - President-elect Trump is reportedly weighing Dan Bongino, a former Secret Service agent and NYPD officer, or Sean Curran, his current detail head, to lead the Secret Service. Bongino has https://t.co/y7AzfkCOd4",2024/11/22 17:52,547114,12517977,89512,53736,5940,21049,https://pbs.twimg.com/media/GdAdACDXwAAE9PG.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,77,90,13,49,54,72,36
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,Trump won but a lot more than just MAGA voted for him.  We need to find a way to work with this whole big beautiful tent Trump created.,2024/11/22 15:12,547030,12514728,89492,53721,5938,21049,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,72,99,28,73,90,49,23
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"People really need to start doing their own research and fact-checking what some ""pundits"" on X say.

All of the stuff about Trump forcing the Senate into recess and appointing Gaetz was NEVER going to happen and yet for a week it was all over X as a fact.  I fought back against",2024/11/22 14:38,546939,12512147,89480,53702,5937,21049,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,3,37,88,43,22,2
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,Good morning everyone!  Consensus is that Pam Bondi sails through on confirmation and will be a strong and capable AG commiitted the Trump agenda.  Excellent resume.  Very smart.  Very tough.  Liked by MAGA and the Establishment which is a unicorn.,2024/11/22 10:52,546830,12507213,89469,53672,5936,21048,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,13,42,38,2,28,84,44
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"I'm sorry.  People do realize Trump's nominees need to actually be confirmed, right?  That means candidates with appeal that goes beyond pure MAGA.  The fact the establishment also likes a candidate doesn't make them bad - it makes them confirmable.",2024/11/22 6:33,546457,12500752,89416,53635,5933,21046,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,92,72,29,8,73,92,61
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"GOP REACTION??TO PAM BONDI ROLLING IN:

President-elect Donald Trump's nomination of Pam Bondi as Attorney General has garnered significant support within the Republican Party. 

Senator Lindsey Graham praised the selection, describing it as a ""grand slam, touchdown, hole in one,",2024/11/22 4:54,546339,12493680,89409,53579,5931,21044,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,91,66,79,81,95,63,79
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"I am THRILLED Matt Gaetz dropped out.  He was NOT qualified to be Trump's AG and was burning tons of Trump's political capital defending him.

So relieved.  Pam Bondi looks like a great unity pick.  Obviously VERY qualified.",2024/11/22 4:21,546250,12488481,89396,53544,5929,21042,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,67,95,14,75,91,60
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"When will MAGA realize that we cannot stand  alone?  We need to unite within our entire party to overcome the Democrat scourge.  

Our role is to pull the party right, but if it's ""our way or the highway,"" we'll be walkin'.

Pam Bondi is an excellent bridge.  I think Trump  gets",2024/11/22 4:11,545868,12475920,89371,53463,5926,21033,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,19,79,99,34,50,60
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Wow, this Pam Bondi appointment was FAST.  As I've been saying, Team Trump knew the Gaetz appointment was tenuous at best and had their backup ready to go.

Well done President Trump!",2024/11/22 4:04,545759,12470032,89357,53417,5926,21033,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,54,91,10,86,74,4,17
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Pam Bondi has the resume to be AG.  Many people liked Matt Gaetz because he was a firebrand but face it, he didn't have the resume.

She's tough, smart and loyal to Trump.

Is this an easy confirmation? https://t.co/JOXOVUjbel",2024/11/22 3:24,545606,12466078,89337,53402,5925,21032,https://pbs.twimg.com/media/Gc9WM3ZW4AAj4nr.png,,https://pbs.twimg.com/profile_banners/17980523/1723738910,100,56,42,55,21,97,22
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,Trump is a master negotiator. What you are watching is a master negotiation.  Everyone remain calm and happy.  It's working out perfectly for everyone.,2024/11/21 21:17,545374,12460903,89305,53363,5922,21030,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,45,99,9,10,60,39,11
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Don't be upset for Matt Gaetz.  Pretty sure everything is going exactly as planned.

Next up: the REAL AG Trump wanted all along.",2024/11/21 21:13,545149,12454189,89263,53344,5921,21029,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,84,4,46,32,32,89,89
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"As I have been saying for the past week, Gaetz was never the goal.  Trump got Gaetz out of the House and the ethics report.  Now he can go onto bigger and better things as a hero for taking one for the team.",2024/11/21 19:46,544764,12444634,89203,53285,5919,21025,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,100,2,74,53,54,56,100
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"Here's the key point.

Trump didn't withdraw Gaetz. Gaetz withdrew himself.  That means this was NOT a loss for Trump!",2024/11/21 18:04,544587,12438418,89184,53256,5919,21024,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,5,0,4,27,22,16,3
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,"If Trump's presidency is successful, and I'm sure it will be, Vance is a lock for 2028.  No one willl even challenge him.",2024/11/21 2:43,544328,12431515,89145,53213,5915,21023,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,0,85,92,53,81,20,21
0,38944,444973,14224,Bill Mitchell,17980523,267127,mitchellvii,Do you think that?the fact that the RNC hired so many poll watchers and lawyers?and that Trump threatened prison sentences for anyone caught cheating?was what made the Democrats?back off stealing the national election?,2024/11/20 21:03,543831,12424371,89081,53180,5912,21017,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,98,36,34,67,93,3,95
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,It has been 25 years since the Senate rejected?a presidential cabinet nomination.?History is on Trump's side?and he knows it.,2024/11/20 19:58,542912,12411462,88979,52937,5907,21012,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,9,76,65,39,51,41,38
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"MIKE JOHNSON says TRUMP��s cabinet picks are ""disruptors"" intentionally chosen to shake up Washington's broken status quo��because who doesn��t love a good wrecking ball in bureaucratic red tape? Apparently, it��s what the American people demanded!",2024/11/20 18:09,542719,12408370,88941,52928,5906,21011,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,27,13,88,71,20,62,85
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Trump learned his lesson in his first term.  You surround yourself with loyalists - no backstabbing establishment hacks looking to undermine you.  AND NO MORE WOKE GENERALS!,2024/11/20 18:06,542463,12403403,88873,52900,5903,21011,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,48,12,88,59,25,46
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"BUMBLE-BEE THEORY:

Why is Donald Trump picking so many cabinet appointees with light experience in the area they will manage?

Simple. He wants bumble-bees who don't now they aren't supposed to be able to fly. He doesn't want people coming in with lots of pre-conceived ideas on",2024/11/20 17:31,542241,12397230,88833,52891,5901,21010,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,78,25,35,2,52,55,24
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Grade Trump's cabinet picks so far and tell us why you gave that grade.,2024/11/20 16:53,542169,12391971,88821,52868,5898,21009,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,74,67,28,94,19,33,9
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Democrat leaders can declare sanctuary cities all day but they cant stop Trump from deporting illegal aliens with fed forces.,2024/11/20 14:23,542062,12377726,88767,52679,5892,21008,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,28,46,94,40,11,13,53
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Of course Democrats are claiming there is no Trump mandate. Let's see:?312 electoral votes, won the popular vote, took the House, took the Senate.

Yeah. Trump has a mandate.",2024/11/20 13:34,541801,12373684,88701,52651,5889,21008,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,3,75,77,20,24,60
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Trump urges Republican senators to block Biden's judicial nominees during the lame-duck session, calling for unity to prevent confirmations before Inauguration Day."" 

How do you feel about Dems trying to stack the deck with radiical leftist judges on the way out the door?",2024/11/20 10:10,541269,12366230,88572,52639,5886,21008,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,26,57,23,42,45,37,65
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Are you excited to see what this Trump "Band of Disruptors" Cabinet can do?,2024/11/19 23:34,541185,12363340,88547,52614,5885,21008,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,12,77,74,75,38,77,56
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Why is Trump nominating so many key cabinet posts without much experience in the departments they will lead?  Matt Gaetz has very little prosecution experience and has never led a large law firm.  Kristi Noem has very limited immigration experience.  Sean Duffy's transportation,2024/11/19 23:27,541023,12359240,88536,52582,5884,21007,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,6,37,78,44,8,82,56
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Betting markets think other than Matt Gaetz, 100% of Trump ""Band of Disruptors"" will be confirmed!  That's awesome. https://t.co/uFvwgyrprr",2024/11/19 23:17,540042,12306641,88389,52327,5868,20984,https://pbs.twimg.com/media/GcyKqScWgAAI1kN.png,,https://pbs.twimg.com/profile_banners/17980523/1723738910,7,93,40,17,71,22,6
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"DEMOCRATS: ""Donald Trump didn't get over 50% of the popular vote!""

REPUBLICANS: ""Kamala Harris LOST 100% of the swing states!""",2024/11/19 23:15,539997,12303498,88378,52319,5868,20984,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,83,49,67,60,12,90,43
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Trump picks Oz for Medicare and Medicaid.  What do you think?,2024/11/19 21:09,539384,12296977,88250,52303,5865,20979,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,76,24,84,13,30,86,28
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"I keep seeing these reports that ""Trump is going to fall below 50% of the popular vote.""  Um, he still leads by 2.6 million with about 2.5 million left uncounted.  Even if Kamala won all remaining votes (she won't), Trump still wins the popular vote. 

Just more media BS.",2024/11/19 20:19,539299,12290008,88236,52271,5865,20978,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,62,14,13,13,48,39,46
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"@DefiyantlyFree I don't think people understand that this is why Trump made his appointments so early. He wanted?these nominees to be vetted in the media?before they actually get to the confirmation process?so they can respond?without actually being before the Senate.

Then if someone has a",2024/11/19 18:35,539108,12285911,88195,52250,5865,20976,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,87,7,78,13,59,75,9
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Can Gaetz be confirmed?  Sure.  Trump is trying and anytime Trump is trying you have a chance.  Does he face big hurdles?  Yes.  Can Trump make a recess appointment of Gaetz?  Unlikely as the Senate would go into pro-forma session to block it.  If Trump did succeed in a recess,2024/11/19 17:04,538852,12272072,88177,52238,5865,20966,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,35,84,35,67,4,25,80
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Would Democrats actually start World War 3?in order to prevent?Trump from having a successful start to his presidency??Would they actually go that far?,2024/11/19 15:40,538726,12266270,88153,52194,5864,20964,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,1,46,21,42,95,35,34
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"BLUE STATE GOVERNORS ARE SAYING THEY WILL BLOCK TRUMP'S MASS DEPORTATION ORDERS.  CAN THEY?

Short answer - NO, although they can make it more difficult by blocking coordination with state law enforcement.

Here's the breakdown:

Can State Governors Legally Block Mass",2024/11/19 14:08,536905,12233297,87892,51193,5813,20954,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,38,26,4,17,26,93,78
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Isn't it ironic?the Joe Biden's goal in opening our border?was to give Democrats?an unbeatable majority, and yet the result?was that he angered so many?legal Hispanics,?Trump massively increased his share?of that demographic?and won in a landslide?",2024/11/19 10:56,536750,12227749,87841,51150,5808,20945,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,46,90,11,3,84,97,21
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,WHY did Biden authorize this with months left in his presidency unless his goal was to leave Trump with WW3?,2024/11/19 10:33,536301,12222793,87734,51126,5807,20945,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,36,91,60,8,11,66,37
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Hard to describe how satisfying it is to watch Morning Joe and Mika trying to "mend fences" with Trump to save their show.,2024/11/19 2:14,536099,12213345,87617,51084,5802,20945,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,62,32,71,22,90,45,87
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Trump picks Sean Duffy, Fox host and former Real World star, for Cabinet position"" - Daily Mail

STRONG CHOICE - President-elect Trump has tapped Sean Duffy, a former congressman and Fox Business host, as his Transportation Secretary. Duffy's political record, including https://t.co/tpn9Uxs8ct",2024/11/19 1:16,535725,12206392,87558,51032,5798,20944,https://pbs.twimg.com/media/GctcSUgXAAALvuh.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,83,67,29,3,96,19,40
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Trump has so much positive momentum and such a positive feeling has come over the people I think the Senate is going to be inclined to give him exactly what he wants.,2024/11/19 1:11,535505,12202570,87511,51024,5798,20941,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,94,38,12,61,55,49,92
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Imagine how good Trump feels right now.  He beat every indictment and he is BACK.,2024/11/19 0:59,535078,12196540,87447,50982,5796,20939,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,30,45,42,44,63,95,10
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Look how happy President Trump is. I swear he looks younger than he did in 2016. https://t.co/psj2aFAKO2,2024/11/19 0:15,534773,12192426,87412,50971,5796,20939,https://pbs.twimg.com/ext_tw_video_thumb/1858665351728242688/pu/img/4XHPa81YzSFQltTy.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,30,3,80,1,57,62,99
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,The Pentagon is spending $86 billion dollars a year on DEI.  Can you remember when Congress couldn't find $5 billion for Trump's wall? https://t.co/kLynQSkkvS,2024/11/19 0:09,532962,12180245,87156,50960,5793,20914,https://pbs.twimg.com/ext_tw_video_thumb/1858663859462037504/pu/img/rj7m0zrq-HeWcl2E.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,67,66,70,22,100,58,9
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Trump Confirms He Will Declare ��National Emergency�� on Immigration, Will Employ Military to Start Mass Deportations"" - Gateway Pundit

DECISIVE ACTION - President-elect Trump confirmed plans to declare a ""national emergency"" on immigration, utilizing military assets to launch a https://t.co/la52omf9XX",2024/11/18 22:30,532378,12169711,86910,50946,5783,20906,https://pbs.twimg.com/media/Gcs2LFcWgAAsAiF.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,92,7,26,51,36,69,17
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Inside Tense CNN All-Hands Call Where CEO Warned Staff Not to Obsess Over Trump as They Face Layoffs"" - Daily Mail

VIEWERSHIP CRISIS - CNN CEO Mark Thompson addressed staff amid plummeting ratings, warning against over-focusing on Trump during his second term. CNN��s audience in https://t.co/aXDwOu764T",2024/11/18 22:09,532310,12167305,86879,50936,5783,20906,https://pbs.twimg.com/media/Gcsxfd2WgAAtdPO.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,42,74,51,99,84,52,95
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Leftists Pledge to Load Up on Supplies Before Biden Leaves Office, Buy Nothing ��for the Next Four Years�� to Tank Trump Economy"" - Breitbart News

ABSURD BOYCOTT - Leftists plan to sabotage Trump's booming economy by avoiding non-essential spending. Viral posts urge buying https://t.co/W7Yk1lAB1P",2024/11/18 21:20,532240,12163263,86852,50913,5781,20904,https://pbs.twimg.com/media/Gcsl93ZWIAAX4HM.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,57,31,4,28,4,43,16
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"I wonder if everyone fully appreciates?the absolute miracle that we just witnessed.?Where after having an election stolen from him in 2020, Donald Trump came back?and won 312 electoral votes, swept the swing states, won the House and won the Senate.

It is truly miraculous.",2024/11/18 18:44,532151,12157034,86824,50842,5777,20899,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,97,66,5,31,3,10,46
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"The Trump Dance is everywhere!

https://t.co/cwMjnKOKsX",2024/11/18 17:28,531135,12148308,86622,50777,5766,20894,https://pbs.twimg.com/ext_tw_video_thumb/1858542691765886977/pu/img/_8lZvv9M4D_VNkbB.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,40,88,82,61,5,99,92
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"#BREAKING: ""Donald Trump Has A Mandate To Implement Nationwide Election Integrity Laws"" - Gateway Pundit

LANDSLIDE VICTORY (1/3) - Trump��s historic victory over Kamala Harris, securing both the electoral college and popular vote, proves his mandate. Despite obstacles like fraud, https://t.co/nzzybHVQl1",2024/11/18 17:13,530849,12141151,86564,50767,5766,20886,https://pbs.twimg.com/media/GcrtxRVW4AE9eoQ.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,9,82,47,48,9,87,28
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"In my personal opinion, Trump's mass deportations?will come in two parts in the first year.?

1. First of all he will deport anybody?with a criminal record?or that is involved in gangs?or drugs?or child trafficking.?

2. Second he will Implement a plan?that will make remaining",2024/11/18 15:55,530699,12138271,86507,50758,5764,20884,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,74,34,65,54,74,31,23
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Based upon everything you have witnessed in the past 18 months, would you say that God is on Trump's side?",2024/11/18 15:34,530515,12134071,86434,50735,5760,20877,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,94,81,54,55,62,19,68
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"After the Paul Ryan NIGHTMARE, it is great to have Mike Johnson 100% in Trump's corner!",2024/11/18 15:26,530493,12130210,86417,50718,5758,20877,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,64,27,79,65,15,0,56
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Most of Trump's current inner circle has not liked him at one point in the past.  His entire presidency is a redemption arc!,2024/11/18 15:24,530296,12125768,86393,50691,5757,20877,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,33,92,51,98,65,37,37
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Why do you think Rick Scott was not elected Majority Leader despite the fact #MAGA wanted him?  Why do you think Trump chose not to weigh in?,2024/11/18 15:08,530233,12122972,86386,50675,5757,20877,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,20,41,85,22,76,73
